CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
41113515,FORTUNATA'S II,BROOKLYN,305,KNICKERBOCKER AVENUE,11237,7184978101,Pizza,11/16/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,11/16/2015,08/28/2017,Cycle Inspection / Re-inspection
41481278,MEZZE BAR,MANHATTAN,691,9 AVENUE,10036,9176756266,Mediterranean,10/15/2014,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,32,,,08/28/2017,Cycle Inspection / Initial Inspection
41346473,GOOD TO GO,BRONX,1894,EASTCHESTER ROAD,10461,7188292222,Italian,12/17/2015,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,15,B,12/17/2015,08/28/2017,Cycle Inspection / Re-inspection
50036930,REINA DE LA NUBE RESTAURANT,BROOKLYN,922A,4TH AVE,11232,7188320200,Spanish,12-06-16,Establishment re-opened by DOHMH,20D,"Choking first aid poster not posted. Alcohol and pregnancy warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted. Inspection report sign not posted.",Not Critical,12,,,08/28/2017,Administrative Miscellaneous / Reopening Inspection
41669919,SALAD SHACK,QUEENS,15405,UNION TURNPIKE,11367,7183802333,Salads,02-07-17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,02-07-17,08/28/2017,Cycle Inspection / Initial Inspection
50061410,PIZZA SHACK,MANHATTAN,525,GRAND ST,10002,2124773367,Pizza,05-05-17,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,13,A,05-05-17,08/28/2017,Pre-permit (Operational) / Re-inspection
41661174,V {iv} Thai Restaurant & Bar,MANHATTAN,138,EAST   34 STREET,10016,2122133317,Thai,04-02-15,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,18,B,04-02-15,08/28/2017,Cycle Inspection / Re-inspection
50034670,JOHNNY'S GRILL,BROOKLYN,9406,3RD AVE,11209,7186305200,American,04/27/2015,Violations were cited in the following area(s).,09A,Canned food product observed dented and not segregated from other consumable food items.,Not Critical,8,A,04/27/2015,08/28/2017,Pre-permit (Operational) / Initial Inspection
50044908,CHIVE BLOSSOM,BROOKLYN,394,BEDFORD AVE,11249,7185763571,Asian,07/19/2017,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,21,Not Yet Graded,,08/28/2017,Pre-permit (Operational) / Initial Inspection
41081535,EDDIE JR'S SPORT LOUNGE,BROOKLYN,40,MARCY AVENUE,11211,7183848671,American,08-02-17,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,22,,,08/28/2017,Cycle Inspection / Initial Inspection
40751933,SIDO FALAFEL & MORE,MANHATTAN,267,COLUMBUS AVE,10023,2124962803,Mediterranean,12-09-13,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,22,,,08/28/2017,Cycle Inspection / Initial Inspection
40746560,AMF BOWLING CENTER,QUEENS,6910,34 AVENUE,11377,7186510440,American,03-06-15,Violations were cited in the following area(s).,15L,"Smoke free workplace smoking policy inadequate, not posted, not provided to employees.",Not Critical,95,,,08/28/2017,Smoke-Free Air Act / Re-inspection
50001789,RESTAURANTE & PANADERIA GUATELINDA,QUEENS,170-18,JAMAICA AVE,11432,2124706169,Spanish,12/24/2014,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,21,,,08/28/2017,Cycle Inspection / Initial Inspection
40927789,THE BAYHOUSE,QUEENS,500,BAYSIDE DRIVE,11697,7183189660,American,07/22/2017,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,5,A,07/22/2017,08/28/2017,Cycle Inspection / Initial Inspection
40623604,GOOD ENOUGH TO EAT (A.G. BISTRO),MANHATTAN,520,COLUMBUS AVENUE,10024,2125793194,American,01/30/2015,Violations were cited in the following area(s).,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Critical,33,C,01/30/2015,08/28/2017,Cycle Inspection / Re-inspection
40424515,PASTICCERIA LA TORRE,QUEENS,15812,CROSSBAY BOULEVARD,11414,7188432306,Bakery,10/15/2015,Violations were cited in the following area(s).,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",Not Critical,47,,,08/28/2017,Administrative Miscellaneous / Re-inspection
41574708,PRONTO RESTAURANT,STATEN ISLAND,3297,RICHMOND AVENUE,10312,7183562442,Pizza/Italian,11-07-13,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7,A,11-07-13,08/28/2017,Cycle Inspection / Initial Inspection
41253406,PUNJABI INDIAN & AMERICAN RESTAURANT,QUEENS,16020,46 AVENUE,11358,7183218429,Indian,03/15/2017,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,9,A,03/15/2017,08/28/2017,Cycle Inspection / Initial Inspection
40612120,STARBUCKS,QUEENS,21529,NORTHERN BOULEVARD,11361,7182814165,CafÃ©/Coffee/Tea,10/22/2014,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3,A,10/22/2014,08/28/2017,Cycle Inspection / Initial Inspection
50003915,BOCAITO CAFE & WINE BAR,QUEENS,8115,NORTHERN BLVD,11372,3476171606,Spanish,02/28/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,02/28/2017,08/28/2017,Cycle Inspection / Initial Inspection
41383631,DUNKIN' DONUTS,MANHATTAN,130,CHURCH STREET,10007,2126083512,Donuts,03-06-17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,03-06-17,08/28/2017,Cycle Inspection / Initial Inspection
40972759,GATE WAY BEER GARDEN,BROOKLYN,3162,FULTON STREET,11208,7182353251,Caribbean,06-01-16,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,,,08/28/2017,Cycle Inspection / Initial Inspection
41259230,INDO-PAK HALAL RESTAURANT,MANHATTAN,2173,2 AVENUE,10029,2129878150,Pakistani,05/22/2015,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,9,A,05/22/2015,08/28/2017,Cycle Inspection / Initial Inspection
50001889,UMAMI BURGER,MANHATTAN,432,AVENUE OF THE AMERICAS,10011,2126778626,Hamburgers,06-01-17,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",Critical,9,A,06-01-17,08/28/2017,Cycle Inspection / Initial Inspection
41644326,2 WEST RESTAURANT,MANHATTAN,2,WEST STREET,10004,2123440800,American,09-12-14,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,9,A,09-12-14,08/28/2017,Cycle Inspection / Initial Inspection
41438394,YOSMIRA RESTAURANT,QUEENS,13109,JAMAICA AVENUE,11418,3474656183,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",01/14/2016,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11,,,08/28/2017,Cycle Inspection / Initial Inspection
41059709,"DUNKIN' DONUTS, BASKIN ROBBINS",BRONX,46,EAST  167 STREET,10452,7189929677,Donuts,10/27/2016,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,12,A,10/27/2016,08/28/2017,Cycle Inspection / Initial Inspection
41461099,SRIPRAPHAI THAI RESTAURANT,QUEENS,6415,39 AVENUE,11377,7188999599,Thai,02-06-16,Violations were cited in the following area(s).,15L,"Smoke free workplace smoking policy inadequate, not posted, not provided to employees.",Not Critical,51,,,08/28/2017,Smoke-Free Air Act / Initial Inspection
41485255,TOASTIES CAFE,MANHATTAN,599,LEXINGTON AVENUE,10022,2126448780,Delicatessen,07/13/2016,Establishment Closed by DOHMH.  Violations were cited in the following area(s) and those requiring immediate action were addressed.,05F,Insufficient or no refrigerated or hot holding equipment to keep potentially hazardous foods at required temperatures.,Critical,43,,,08/28/2017,Cycle Inspection / Initial Inspection
41609414,PRIME SANDWICH,BROOKLYN,377,KINGSTON AVENUE,11213,3475649041,Jewish/Kosher,12/29/2014,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10,A,12/29/2014,08/28/2017,Cycle Inspection / Initial Inspection
50045953,EAST VILLAGE THIA RESTAURANT,MANHATTAN,32,E 7TH ST,10003,2126734610,Thai,05-11-16,Violations were cited in the following area(s).,20D,"Choking first aid poster not posted. Alcohol and pregnancy warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted. Inspection report sign not posted.",Not Critical,41,,,08/28/2017,Administrative Miscellaneous / Re-inspection
50001074,SUBWAY,QUEENS,56-53,MYRTLE AVE,11385,7184175495,Sandwiches,12/18/2014,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,14,,,08/28/2017,Cycle Inspection / Initial Inspection
40380517,BARNEY GREENGRASS,MANHATTAN,541,AMSTERDAM AVENUE,10024,2127244707,Jewish/Kosher,08/16/2017,Violations were cited in the following area(s).,08B,"Covered garbage receptacle not provided or inadequate, except that garbage receptacle may be uncovered during active use. Garbage storage area not properly constructed or maintained; grinder or compactor dirty.",Not Critical,44,,,08/28/2017,Cycle Inspection / Initial Inspection
41417952,COFFEE SPOT CAFE,BROOKLYN,1617,JEROME AVENUE,11235,7187696666,Russian,12/30/2015,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8,A,12/30/2015,08/28/2017,Cycle Inspection / Initial Inspection
40736383,MCDONALD'S,QUEENS,2141,MOTT AVENUE,11691,7188682289,Hamburgers,07/26/2014,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,19,B,07/26/2014,08/28/2017,Cycle Inspection / Re-inspection
