activity_date,employee_id,facility_address,facility_city,facility_id,facility_name,facility_state,facility_zip,grade,owner_id,owner_name,pe_description,program_element_pe,program_name,program_status,record_id,score,serial_number,service_code,service_description
12-01-17,EE0001036,2703 MANHATTAN BEACH BLVD,REDONDO BEACH,FA0175145,SUPERBOWL ACAI BRAZILIAN JUICE & SNACK,CA,90278,A,OW0181737,MARCELO SILVA,RESTAURANT (0-30) SEATS MODERATE RISK,1631,SUPERBOWL ACAI BRAZILIAN JUICE & SNACK,ACTIVE,PR0168257,98,DAMU60YB0,1,ROUTINE INSPECTION
22-10-15,EE0000015,10800 W PICO BLVD,LOS ANGELES,FA0165007,OKI JAPAN,CA,90064,A,OW0128298,OKI JAPAN WEST SIDE INC,RESTAURANT (0-30) SEATS HIGH RISK,1632,OKI JAPAN,ACTIVE,PR0153310,91,DAGLZT0GW,1,ROUTINE INSPECTION
04-10-16,EE0000545,18571 SOLEDAD CANYON RD,SANTA CLARITA,FA0167817,VALLARTA SUPERMARKET #47,CA,91351,A,OW0037169,"VALLARTA FOOD ENTERPRISES, INC.",RESTAURANT (0-30) SEATS HIGH RISK,1632,TAQUERIA,ACTIVE,PR0158228,97,DA1POOHTY,1,ROUTINE INSPECTION
09-11-15,EE0000605,6550 TOPANGA CANYON BLVD,CANOGA PARK,FA0026431,NM CAFE-NEIMAN MARCUS #105,CA,91303,A,OW0035656,NEIMAN MARCUS GROUP LLC,RESTAURANT (61-150) SEATS HIGH RISK,1638,NM CAFE-NEIMAN MARCUS #105,ACTIVE,PR0020706,96,DAKTWBHW6,1,ROUTINE INSPECTION
03-02-16,EE0000735,18802 VIA PRINCESSA,CANYON COUNTRY,FA0019818,KELLY'S SHELL,CA,91351,A,OW0018961,KHOURY KHALIL,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",1613,KELLY'S SHELL,ACTIVE,PR0030593,99,DADL5S6S9,1,ROUTINE INSPECTION
25-10-16,EE0000235,317 N BRAND BLVD,GLENDALE,FA0018054,DAMON'S STEAK HOUSE,CA,91203,A,OW0009380,DAMON'S GLENDALE STEAKHOUSE,RESTAURANT (151 + ) SEATS HIGH RISK,1641,DAMON'S STEAK HOUSE,ACTIVE,PR0019019,94,DAUVVZUPQ,1,ROUTINE INSPECTION
08-06-17,EE0001014,13900 PALAWAN WAY,MARINA DEL REY,FA0002938,AFT DECK SNACK BAR,CA,90292,A,OW0009650,DEL REY YACHT CLUB,RESTAURANT (61-150) SEATS MODERATE RISK,1637,AFT DECK SNACK BAR,ACTIVE,PR0019151,92,DA6B3HUXG,1,ROUTINE INSPECTION
02-03-17,EE0000799,7300 PACIFIC BLVD,HUNTINGTON PARK,FA0005961,BOBO'S HAMBURGES #6,CA,90255,A,OW0027207,PACIFIC TRADITIONS INC,RESTAURANT (31-60) SEATS HIGH RISK,1635,BOBO'S HAMBURGES #6,ACTIVE,PR0002375,100,DAAMLGEQO,1,ROUTINE INSPECTION
12-09-16,EE0000611,22620 LYONS AVE,NEWHALL,FA0037464,MARIA'S DELI MARKET,CA,91321,A,OW0032940,"SIMIONE, MARIA",RESTAURANT (31-60) SEATS HIGH RISK,1635,MARIA'S ITALIAN AMERICANDELI,INACTIVE,PR0033116,96,DAWNINPKE,1,ROUTINE INSPECTION
05-04-16,EE0000709,6328 HOLLYWOOD BLVD,LOS ANGELES,FA0061077,DOS BURRITOS,CA,90028,A,OW0024192,"MENDEZ, ALEJANDRO SALVADOR",RESTAURANT (0-30) SEATS HIGH RISK,1632,DOS BURRITOS,ACTIVE,PR0025137,95,DAG7GU9LY,1,ROUTINE INSPECTION
07-12-16,EE0000731,516 1/2 W ANAHEIM ST,WILMINGTON,FA0012406,CAMARENA'S TACO SHOP,CA,90744,A,OW0005914,"CAMARENA-VERDIN, VICENTE",RESTAURANT (0-30) SEATS HIGH RISK,1632,CAMARENA'S TACO SHOP,ACTIVE,PR0022104,94,DAHVLSXDS,1,ROUTINE INSPECTION
19-04-16,EE0000746,2383 FOOTHILL BLVD #C,LA CANADA FLINTRIDGE,FA0057948,BAKERY HOUSE,CA,91011,A,OW0003678,"BAEG, SUNG IM",RESTAURANT (0-30) SEATS MODERATE RISK,1631,BAKERY HOUSE,ACTIVE,PR0037050,93,DA0551142,1,ROUTINE INSPECTION
15-10-15,EE0000955,431 CULVER BLVD,PLAYA DEL REY,FA0050050,SZECHWAN PALACE RESTAURANT,CA,90293,A,OW0021965,"LIU, DANNY H",RESTAURANT (61-150) SEATS HIGH RISK,1638,SZECHWAN PALACE RESTAURANT,ACTIVE,PR0019031,92,DAVX0A4QW,1,ROUTINE INSPECTION
07-03-17,EE0000735,27984 SECO CANYON RD,SANTA CLARITA,FA0044772,PIZZA HUT #26220,CA,91350,A,OW0033717,SOUTHERN CALIFORNIA PIZZA CO LLC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,PIZZA HUT #026220,ACTIVE,PR0010112,97,DA6QMDPOL,1,ROUTINE INSPECTION
04-11-16,EE0000820,8661 SEPULVEDA BLVD,NORTH HILLS,FA0002308,7-ELEVEN #35283,CA,91343,A,OW0022313,"LOTUS ELEVEN VENTURES, INC.","FOOD MKT RETAIL (2,000+ SF) LOW RISK",1613,7-ELEVEN #35283,ACTIVE,PR0035670,93,DAPJFG6VI,1,ROUTINE INSPECTION
19-01-16,EE0000911,961 BROXTON AVE,LOS ANGELES,FA0045617,REGENCY VILLAGE THEATRE,CA,90024,A,OW0013554,GOLIN LYNDON H,RESTAURANT (0-30) SEATS LOW RISK,1630,REGENCY VILLAGE THEATRE,ACTIVE,PR0009376,90,DACH1D1AO,1,ROUTINE INSPECTION
28-03-17,EE0000183,18111 NORDHOFF ST,NORTHRIDGE,FA0057618,ARBOR GRILL,CA,91330,A,OW0035770,THE UNIVERSITY CORPORATION,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,ARBOR GRILL MARKET,ACTIVE,PR0000582,96,DAKXKV835,1,ROUTINE INSPECTION
25-07-16,EE0000126,3525 W CARSON ST STE #79,TORRANCE,FA0073020,TUTTI FRUTTI,CA,90503,A,OW0009195,CUP CULTURE CORP.,RESTAURANT (0-30) SEATS MODERATE RISK,1631,TUTTI FRUTTI,ACTIVE,PR0048296,91,DAHT1C1WP,1,ROUTINE INSPECTION
27-08-15,EE0000860,100 TERRANEA WAY,RANCHO PALOS VERDES,FA0150765,TERRANEA,CA,90275-1013,A,OW0116499,"LONG POINT DEVELOPMENT, LLC",RESTAURANT (0-30) SEATS LOW RISK,1630,TERRANEA - POOL BAR,ACTIVE,PR0168676,97,DAETXIKYH,1,ROUTINE INSPECTION
08-12-17,EE0000523,3047 GLENDALE BLVD,LOS ANGELES,FA0073226,VALERO SERVICE STATION,CA,90039,A,OW0028061,"PAYLAN, KAPRIYEL","FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,VALERO SERVICE STATION,ACTIVE,PR0029224,95,DAKSILRLC,1,ROUTINE INSPECTION
01-11-17,EE0000611,25910 THE OLD RD,SANTA CLARITA,FA0138635,MOD SUPER FAST PIZZA,CA,91381,A,OW0207900,"MOD SUPER FAST PIZZA (CALIFORNIA), LLC",RESTAURANT (61-150) SEATS HIGH RISK,1638,MOD SUPER FAST PIZZA,ACTIVE,PR0122986,97,DAHFK8TPD,1,ROUTINE INSPECTION
03-08-15,EE0000364,12461 OXNARD ST,NORTH HOLLYWOOD,FA0172110,CONTINENTAL FRESH FOOD,CA,91606,A,OW0179157,CONTINENTAL FRESH FOODS INC,RESTAURANT (0-30) SEATS HIGH RISK,1632,CONTINENTAL FOODS,ACTIVE,PR0164616,96,DAXRN2WV5,1,ROUTINE INSPECTION
10-02-16,EE0000742,596 E BASELINE RD,CLAREMONT,FA0044668,PIXIE DONUTS,CA,91711,A,OW0007207,CHAU MOUNTHANG,RESTAURANT (0-30) SEATS MODERATE RISK,1631,PIXIE DONUTS,ACTIVE,PR0037717,98,DAHQGQNWA,1,ROUTINE INSPECTION
14-04-17,EE0000726,7321 SANTA MONICA BLVD,LOS ANGELES,FA0060417,HARLOWE,CA,90046,A,OW0003621,BA2 LLC,RESTAURANT (61-150) SEATS HIGH RISK,1638,HARLOWE,ACTIVE,PR0033954,90,DAGJJXVTR,1,ROUTINE INSPECTION
28-11-16,EE0000035,1685 INDIAN HILL BLVD,POMONA,FA0238957,NB CHINESE EXPRESS,CA,91767,A,OW0235343,"L & F 168, INC.",RESTAURANT (0-30) SEATS HIGH RISK,1632,NB CHINESE EXPRESS,INACTIVE,PR0186903,97,DAV7JH8OG,1,ROUTINE INSPECTION
30-11-17,EE0000730,20532 S AVALON BLVD,CARSON,FA0072399,THE OLIVE GARDEN ITALIAN RES,CA,90746,A,OW0025474,"N&D RESTAURANTS, INC.",RESTAURANT (151 + ) SEATS HIGH RISK,1641,THE OLIVE GARDEN ITALIAN RES,ACTIVE,PR0017232,97,DAXYIBXPD,1,ROUTINE INSPECTION
17-08-16,EE0000820,8705 SEPULVEDA BLVD,NORTH HILLS,FA0070632,SNACK SHOP,CA,91343,A,OW0032136,"SEKHON, SAM","FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,SNACK SHOP,ACTIVE,PR0018134,94,DAOVSIJDE,1,ROUTINE INSPECTION
01-12-15,EE0000025,1901 W BURBANK BLVD,BURBANK,FA0040375,MOOSE LODGE # 652,CA,91505,A,OW0025010,MOOSE INTERNATIONAL INC.,RESTAURANT (61-150) SEATS LOW RISK,1636,MOOSE LODGE # 652,ACTIVE,PR0017327,95,DAQEVACFP,1,ROUTINE INSPECTION
03-06-16,EE0000721,653 S SPRING ST,LOS ANGELES,FA0052508,TIERRA MIA COFFEE COMPANY,CA,90014,A,OW0035927,TIERRA MIA COFFEE COMPANY,RESTAURANT (0-30) SEATS LOW RISK,1630,TIERRA MIA COFFEE COMPANY,ACTIVE,PR0032807,92,DACCOROM0,1,ROUTINE INSPECTION
27-09-17,EE0000392,11583 LOWER AZUSA RD,EL MONTE,FA0248503,MUELLE 11 MARISCOS & FULL BAR,CA,91732-1332,A,OW0242901,EUNICE JAIMES VILLA,RESTAURANT (61-150) SEATS HIGH RISK,1638,MUELLE 11 MARISCOS & FULL BAR,INACTIVE,PR0197163,93,DAZW0Q3UA,1,ROUTINE INSPECTION
14-09-16,EE0000905,4034 W MARTIN LUTHER KING JR BLVD,LOS ANGELES,FA0144570,LIYO SMOKE SHOP & DISCOUNT STORE,CA,90008,A,OW0107380,YONAS DEBRU & LIA ZEKARIAS GEBRESILASE,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,LIYO SMOKE SHOP & DISCOUNT STORE,ACTIVE,PR0130659,94,DAR7XL3R9,1,ROUTINE INSPECTION
02-09-15,EE0000894,1709 LINCOLN BLVD,VENICE,FA0030723,JOE'S LIQUOR,CA,90291,A,OW0017815,JOE'S LIQUOR,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,JOE'S LIQUOR,INACTIVE,PR0037593,97,DACZWXHKO,1,ROUTINE INSPECTION
12-04-17,EE0000506,234 PICO BLVD,SANTA MONICA,FA0026856,OCEAN SIDE CAFE,CA,90405,A,OW0002560,AMF BOWLING INC.,RESTAURANT (31-60) SEATS HIGH RISK,1635,OCEAN SIDE CAFE,ACTIVE,PR0020937,90,DA0JVCLQZ,1,ROUTINE INSPECTION
06-12-16,EE0000535,15816 E IMPERIAL HWY,LA MIRADA,FA0044494,PHO SAIGON,CA,90638,A,OW0032651,"SHIN, JANE J",RESTAURANT (61-150) SEATS HIGH RISK,1638,PHO SAIGON,ACTIVE,PR0032560,94,DAWTQ1XUW,1,ROUTINE INSPECTION
12-10-17,EE0000997,219 ARIZONA AVE,SANTA MONICA,FA0171441,CREAMS AND DREAMS,CA,90401,A,OW0178530,CREAMS AND DREAMS INC.,RESTAURANT (0-30) SEATS MODERATE RISK,1631,CREAMS AND DREAMS,ACTIVE,PR0172412,96,DARWBAV9U,1,ROUTINE INSPECTION
15-07-17,EE0000528,18400 AVALON BLVD STE 300,CARSON,FA0154994,STUB HUB CENTER,CA,90746-2182,A,OW0120359,LEVY PREMIUM FOODSERVICE LIMITED PARTNERSHIP,RESTAURANT (151 + ) SEATS HIGH RISK,1641,STADIUM CLUB,ACTIVE,PR0012801,91,DAKQK11IY,1,ROUTINE INSPECTION
27-08-15,EE0000524,140 W VALLEY BLVD STE 118-B,SAN GABRIEL,FA0138392,BOBA AVENUE 8090,CA,91776,A,OW0101752,"LI, BAIMO",RESTAURANT (61-150) SEATS HIGH RISK,1638,BOBA AVENUE 8090,ACTIVE,PR0122693,93,DAUQJADM0,1,ROUTINE INSPECTION
07-04-16,EE0000633,200 WORLD WAY # 225,LOS ANGELES,FA0174545,SLAPFISH,CA,90045,A,OW0181193,SOCAL CONCESSIONS LLC,RESTAURANT (31-60) SEATS HIGH RISK,1635,SLAPFISH,ACTIVE,PR0167560,93,DA1QKOSRP,1,ROUTINE INSPECTION
02-05-17,EE0000015,10401 VENICE BLVD STE #102,LOS ANGELES,FA0071285,SUBWAY SANDWICHES,CA,90034,A,OW0031108,S&R SUBWAY INC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,SUBWAY SANDWICHES,ACTIVE,PR0032335,98,DAM3FBINU,1,ROUTINE INSPECTION
27-10-17,EE0000721,601 W 5TH ST,LOS ANGELES,FA0249393,SWEET GREEN 5TH +GRAND,CA,90071-2004,A,OW0243655,"SWEETGREEN LA, LLC",RESTAURANT (0-30) SEATS HIGH RISK,1632,SWEET GREEN 5TH +GRAND,ACTIVE,PR0198129,96,DAAT4SX8L,1,ROUTINE INSPECTION
05-10-17,EE0000025,11501 SHERMAN WAY,NORTH HOLLYWOOD,FA0034154,LA CORONA MARKET,CA,91605,A,OW0009735,DELTORO ROGELIO CASTANEDA,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,LA CORONA MARKET,ACTIVE,PR0017873,99,DAIMW9QNR,1,ROUTINE INSPECTION
26-10-16,EE0001021,2116 N SANTA FE AVE,COMPTON,FA0062047,FIESTA RANCH MARKET,CA,90222,A,OW0011413,EVELYN'S FAMILY INC,"FOOD MKT RETAIL (2,000+ SF) HIGH RISK",1615,FIESTA RANCH MARKET,ACTIVE,PR0023777,90,DALNWKMXR,1,ROUTINE INSPECTION
19-12-16,EE0000997,3425 E 1ST ST STE 123,LOS ANGELES,FA0034956,LA PRIMERA MEAT MARKET,CA,90063,A,OW0030604,"ROJAS, SANTIAGO","FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",1612,LA PRIMERA MEAT MARKET,ACTIVE,PR0036872,96,DA95UZHLK,1,ROUTINE INSPECTION
14-07-16,EE0000391,201 S GLENOAKS BLVD,BURBANK,FA0162937,FOSTER FREEZE #26,CA,91502,A,OW0126623,A.O.P.N. CORP,RESTAURANT (0-30) SEATS MODERATE RISK,1631,FOSTER FREEZE #26,ACTIVE,PR0151096,98,DASZ2XWS1,1,ROUTINE INSPECTION
13-08-15,EE0000733,11208 CULVER BLVD,CULVER CITY,FA0060696,DEAR JOHNIS,CA,90230,A,OW0028277,"PEREZ, RICARDO",RESTAURANT (31-60) SEATS HIGH RISK,1635,DEAR JOHNIS,ACTIVE,PR0041677,91,DAWACSP3V,1,ROUTINE INSPECTION
07-11-17,EE0000367,500 S BUENA VISTA ST,BURBANK,FA0143117,WALT DISNEY STUDIO ROTUNDA,CA,91521-0001,A,OW0104260,BON APPETIT MANAGEMENT CO.,RESTAURANT (61-150) SEATS HIGH RISK,1638,WALT DISNEY STUDIO ROTUNDA,ACTIVE,PR0128124,99,DAXUFGZER,1,ROUTINE INSPECTION
15-06-16,EE0000874,4700 S VERMONT AVE,LOS ANGELES,FA0021904,ELVIS MARKET,CA,90037,A,OW0007245,CHAVEZ ELVIS MOYSES,"FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",1612,ELVIS MARKET,INACTIVE,PR0013962,98,DAOV4ROUS,1,ROUTINE INSPECTION
11-04-17,EE0000476,14117 HUBBARD ST UNIT #H,SYLMAR,FA0013613,CASA TORRES,CA,91342,A,OW0029116,PUEBLO RESTAURANTS INC.,RESTAURANT (151 + ) SEATS HIGH RISK,1641,CASA TORRES,ACTIVE,PR0007205,91,DAWAV0CET,1,ROUTINE INSPECTION
17-05-16,EE0000964,909 E MAIN ST,ALHAMBRA,FA0066683,MCDONALD'S #1296,CA,91801,A,OW0018095,J P MGMT. CORP,RESTAURANT (61-150) SEATS MODERATE RISK,1637,MCDONALDS #1296,ACTIVE,PR0017833,95,DAEM6M2K3,1,ROUTINE INSPECTION
03-08-16,EE0000592,8165 ARROYO DR,ROSEMEAD,FA0171954,G AND Z MARKET,CA,91770,A,OW0179008,G AND Z FINANCIAL INC.,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,G AND Z MARKET,ACTIVE,PR0164442,100,DA0PEI0SG,1,ROUTINE INSPECTION
06-09-17,EE0000827,1100 PACIFIC COAST HWY STE #2,HERMOSA BEACH,FA0021089,EL POLLO INKA,CA,90254,A,OW0003121,"ARROYO, SHIRLEY",RESTAURANT (61-150) SEATS HIGH RISK,1638,EL POLLO INKA,ACTIVE,PR0039448,97,DA7MR2KQT,1,ROUTINE INSPECTION
27-12-17,EE0000971,1649 W AVENUE K,LANCASTER,FA0066405,MARIE CALLENDER'S,CA,93534,A,OW0023905,MC LANCASTER INC,RESTAURANT (151 + ) SEATS HIGH RISK,1641,MARIE CALLENDERS,ACTIVE,PR0040863,90,DA60WLUZY,1,ROUTINE INSPECTION
18-10-17,EE0000836,5245 W CENTINELA AVE,LOS ANGELES,FA0069274,RALPHS MARKET #185,CA,90054,A,OW0029458,RALPHS GROCERY COMPANY,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",1613,RALPHS GROCERY #185,ACTIVE,PR0037870,98,DA7ETW6NY,1,ROUTINE INSPECTION
04-01-17,EE0001025,5800 S VERMONT AVE,LOS ANGELES,FA0012479,EL POLLO LOCO #5919,CA,90037,A,OW0010868,"EL POLLO LOCO, INC.",RESTAURANT (61-150) SEATS HIGH RISK,1638,EL POLLO LOCO #5919,ACTIVE,PR0023138,92,DAZ0WQYDM,1,ROUTINE INSPECTION
17-11-16,EE0000126,3550 W CARSON ST STE 404,TORRANCE,FA0072807,TORRANCE JUICE BAR,CA,90503,A,OW0027815,"PARK, MICHELLE",RESTAURANT (0-30) SEATS LOW RISK,1630,TORRANCE JUICE BAR,INACTIVE,PR0006253,96,DAJO83ZG2,1,ROUTINE INSPECTION
16-10-15,EE0000144,12131 WASHINGTON PL #B,LOS ANGELES,FA0043607,PAN DULCE BAKERY,CA,90066,A,OW0032255,"ENRIQUETA, SERNAS-RUIZ",RESTAURANT (0-30) SEATS MODERATE RISK,1631,PAN DULCE BAKERY,ACTIVE,PR0031645,90,DAZSA4IBQ,1,ROUTINE INSPECTION
31-05-17,EE0000742,21080 GOLDEN SPRINGS DR,DIAMOND BAR,FA0245995,BON JOUR BAKERY,CA,91789,A,OW0240952,"GANGGANE, INC.",RESTAURANT (0-30) SEATS MODERATE RISK,1631,BON JOUR BAKERY,ACTIVE,PR0194399,97,DADDBVH0Y,1,ROUTINE INSPECTION
16-12-17,EE0000528,3900 W MANCHESTER BLVD,INGLEWOOD,FA0157858,FORUM,CA,90305,A,OW0123010,"MSG FORUM, LLC",RESTAURANT (0-30) SEATS MODERATE RISK,1631,BACKSTAGE STAND,ACTIVE,PR0145994,98,DA6YREGF2,1,ROUTINE INSPECTION
14-03-16,EE0000214,4804 COLDWATER CANYON AVE,SHERMAN OAKS,FA0059879,CIRCLE K MARKET,CA,91423,A,OW0002918,ARASH CORP,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,CIRCLE K MARKET,ACTIVE,PR0008176,91,DASXN6G9F,1,ROUTINE INSPECTION
16-03-17,EE0000923,1312 ECHO PARK AVE,LOS ANGELES,FA0065929,LOS BURRITOS,CA,90026,A,OW0037974,"VILLARREAL,JOSE DBA",RESTAURANT (0-30) SEATS HIGH RISK,1632,LOS BURRITOS,ACTIVE,PR0043274,93,DAPPHWVQX,1,ROUTINE INSPECTION
04-10-16,EE0000742,153 W ROUTE 66 HWY,GLENDORA,FA0167378,COOLBERRY FROZEN YOGURT,CA,91740,A,OW0130419,PARVEEN BATHLA,RESTAURANT (0-30) SEATS MODERATE RISK,1631,COOLBERRY FROZEN YOGURT,ACTIVE,PR0157738,94,DAOF0VGG9,1,ROUTINE INSPECTION
05-08-15,EE0000215,333 UNIVERSAL HOLLYWOOD DR,UNIVERSAL CITY,FA0070395,SHERATON UNIVERSAL HOTEL,CA,91608,A,OW0032511,"SHEN ZHEN NEW WORLD II, LLC",RESTAURANT (151 + ) SEATS HIGH RISK,1641,SHERATON UNIVERSAL MAIN KITE,ACTIVE,PR0039003,96,DA02ALLW0,1,ROUTINE INSPECTION
07-09-17,EE0000742,1114 S DIAMOND BAR BLVD,DIAMOND BAR,FA0037727,THE WHOLE ENCHILADA,CA,91765,A,OW0029326,R&M FOOD SERVICES INC,RESTAURANT (61-150) SEATS HIGH RISK,1638,THE WHOLE ENCHILADA,ACTIVE,PR0025128,92,DAG9BSIBX,1,ROUTINE INSPECTION
07-03-16,EE0000721,735 S FIGUEROA ST # 121,LOS ANGELES,FA0175383,SALATA,CA,90017,A,OW0181941,SALAD ON FIG CORP,RESTAURANT (0-30) SEATS HIGH RISK,1632,SALATA,ACTIVE,PR0168525,98,DA306BXUV,1,ROUTINE INSPECTION
11-07-17,EE0000578,15472 N VENTURA BLVD,SHERMAN OAKS,FA0070428,SHIRAZ RESTAURANT,CA,91403,A,OW0014431,H B S CORP,RESTAURANT (61-150) SEATS HIGH RISK,1638,SHIRAZ RESTAURANT,ACTIVE,PR0034781,92,DAZBELNUV,1,ROUTINE INSPECTION
19-04-17,EE0000821,330 N GARFIELD AVE,MONTEREY PARK,FA0151570,LU'S DUMPLING HOUSE & CAFE,CA,91754-1707,A,OW0117271,CJ CAFE ENTERPRISE,RESTAURANT (0-30) SEATS HIGH RISK,1632,LU'S DUMPLING HOUSE & CAFE,ACTIVE,PR0137931,90,DAZ8XP19V,1,ROUTINE INSPECTION
27-04-16,EE0000721,110 E 9TH ST STE B-203,LOS ANGELES,FA0072109,THE BAKERY NOSH,CA,90015,A,OW0039803,KEUN SOOK YOO,RESTAURANT (0-30) SEATS MODERATE RISK,1631,THE BAKERY NOSH,INACTIVE,PR0001496,95,DAWQOGPBV,1,ROUTINE INSPECTION
09-12-15,EE0000031,8428 FIRESTONE BLVD,DOWNEY,FA0166186,SANSAI JAPANESE GRILL,CA,90241-3844,A,OW0129368,CHANG K YOON,RESTAURANT (61-150) SEATS HIGH RISK,1638,SANSAI JAPANESE GRILL,INACTIVE,PR0156437,96,DA9TA9VVV,1,ROUTINE INSPECTION
23-06-16,EE0000837,28102 NEWHALL RANCH RD,VALENCIA,FA0015033,CHIPOTLE MEXICAN GRILL,CA,91355,A,OW0007608,"CHIPOTLE MEXICAN GRILL, INC.",RESTAURANT (31-60) SEATS HIGH RISK,1635,CHIPOTLE MEXICAN GRILL,ACTIVE,PR0003046,98,DAJFNDCM7,1,ROUTINE INSPECTION
26-09-16,EE0001048,1451 S LA CIENEGA BLVD,LOS ANGELES,FA0004166,7-ELEVEN,CA,90035,A,OW0025629,NAT STORES GROUP INC,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",1613,7-ELEVEN,ACTIVE,PR0003158,91,DA98AJ0TJ,1,ROUTINE INSPECTION
01-03-16,EE0000894,1 WESTMINSTER AVE,VENICE,FA0014441,FRUIT GALERY,CA,90291,B,OW0012425,FRUIT GALERY INC,RESTAURANT (0-30) SEATS MODERATE RISK,1631,FRUIT GALERY,ACTIVE,PR0011752,81,DAMM6KNMK,1,ROUTINE INSPECTION
03-11-16,EE0000923,5631 N FIGUEROA ST,LOS ANGELES,FA0241107,BIRDIE,CA,90042-4101,A,OW0237090,"CAFE BIRDIE, LLC",RESTAURANT (61-150) SEATS HIGH RISK,1638,BIRDIE,ACTIVE,PR0189184,91,DAT7GIZ0I,1,ROUTINE INSPECTION
14-09-17,EE0000314,14053 SHERMAN WAY,VAN NUYS,FA0057675,ARCO SHERMAN WAY,CA,91405,A,OW0025214,MP GAS INC,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,ARCO SHERMAN WAY,ACTIVE,PR0012199,91,DAQAORJQA,1,ROUTINE INSPECTION
09-12-16,EE0000593,10650 1/2 BALBOA BLVD,GRANADA HILLS,FA0072033,TERIYAKIYA,CA,91344,A,OW0016770,"HYUN, JUNG SOOK",RESTAURANT (0-30) SEATS HIGH RISK,1632,TERIYAKIYA,ACTIVE,PR0006218,96,DAVUOHKDP,1,ROUTINE INSPECTION
10-11-16,EE0001000,5038 W AVENUE N,PALMDALE,FA0222532,SMART & FINAL 920,CA,93551-5729,A,OW0033212,SMART & FINAL STORES LLC,"FOOD MKT RETAIL (25-1,999 SF) HIGH RISK",1612,MEAT DEPARTMENT,ACTIVE,PR0177550,99,DA5CENFA4,1,ROUTINE INSPECTION
27-02-17,EE0000894,225 LINCOLN BLVD,VENICE,FA0055176,WHOLE FOODS MARKET #43,CA,90291,A,OW0038850,"WHOLE FOODS MARKET, INC.",RESTAURANT (0-30) SEATS MODERATE RISK,1631,WHOLEFOODS BAKERY/COFFEE,ACTIVE,PR0031176,95,DAR2S0UUU,1,ROUTINE INSPECTION
20-07-15,EE0000258,2623 E VALLEY BLVD,WEST COVINA,FA0039375,MCDONALD'S #91792,CA,91792,A,OW0005359,"BROWNSTEIN,BILL",RESTAURANT (61-150) SEATS MODERATE RISK,1637,MC DONALD'S #91792,ACTIVE,PR0020695,95,DAD3NBKNW,1,ROUTINE INSPECTION
22-02-17,EE0000721,1601 W 12TH ST,LOS ANGELES,FA0180621,VILLA DE ETLA MARKET,CA,90015,A,OW0185978,OSCAR CAMACHO GARCIA,"FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,VILLA DE ETLA MARKET,ACTIVE,PR0174418,95,DAJX0KZ0D,1,ROUTINE INSPECTION
24-11-15,EE0000392,3850 BALDWIN AVE,EL MONTE,FA0163628,TACOS Y MARISCOS JALISCO,CA,91731,A,OW0124949,"REFINADO FOOD SERVICES, INC.",RESTAURANT (0-30) SEATS HIGH RISK,1632,TACOS Y MARISCOS JALISCO,INACTIVE,PR0151854,93,DAGLUCXX0,1,ROUTINE INSPECTION
19-04-16,EE0000838,7950 W SUNSET BLVD STE 104,LOS ANGELES,FA0022433,EVO KITCHEN,CA,90046,A,OW0018637,KCM CAPITAL LLC,RESTAURANT (31-60) SEATS HIGH RISK,1635,EVO KITCHEN,ACTIVE,PR0039131,96,DAJORMSN5,1,ROUTINE INSPECTION
11-12-17,EE0000728,3101 W EL SEGUNDO BLVD,HAWTHORNE,FA0051477,TESORO USA # 63066,CA,90250,A,OW0008671,"CONICO CORO, INC.","FOOD MKT RETAIL (25-1,999 SF) LOW RISK",1610,TESORO USA # 63066,ACTIVE,PR0044789,96,DAPNNNA7Z,1,ROUTINE INSPECTION
25-10-16,EE0000120,1409 S BALDWIN AVE,ARCADIA,FA0002228,MOFFETT'S CHICKEN PIE SHOPPE,CA,91007,A,OW0024724,MOFFETT ENTERPRISES INC,RESTAURANT (31-60) SEATS HIGH RISK,1635,MOFFETT'S CHICKEN PIE SHOPPE,ACTIVE,PR0038107,95,DABGDOZSI,1,ROUTINE INSPECTION
17-05-17,EE0000873,1552 W ARTESIA BLVD,GARDENA,FA0165828,VAQUERO MEXICAN BAR & GRILL,CA,90248-3216,A,OW0129063,VAQUERO BAR & GRILL MEXICAN FO,RESTAURANT (31-60) SEATS HIGH RISK,1635,VAQUERO MEXICAN BAR & GRILL,ACTIVE,PR0156008,90,DA1KYHJO0,1,ROUTINE INSPECTION
